serial,name,value,notes
20658,CC_dark_offset,41.1,in mV; source_file PARAD-K_QSP2250_SN_20658_Calibration_2026-03-12.pdf
20658,CC_scale_wet,8.71E-18,in Volts/(quanta/cm^2sec)
