serial,name,value,notes
1214,CC_dark_counts_turbd,48,source_file FLORT-D_BBFL2W_SN_1214_NTU_Characterization_2026-01-06.pdf
1214,CC_scale_factor_turbd,0.0007,
1214,CC_cal_range,"[0,3]",
